CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,text_length,clean_text,word_count,unique_char_count,uppercase_ratio
Ugg2KwwX0V8-aXgCoAEC,04kJtp6pVXI,"If only people would just take a step back and not make this case about them, because it wasn't about anyone except the two people in that situation.  To lump yourself into this mess and take matters into your own hands makes these kinds of protests selfish and without rational thought and investigation.  The guy in this video is heavily emotional and hyped up and wants to be heard, and when he gets heard he just presses more and more.  He was never out to have a reasonable discussion.  Kudos to the Smerconish for keeping level the whole time and letting Masri make himself out to be a fool.  How dare he and those that tore that city down in protest make this about themselves and to dishonor the entire incident with their own hate.  By the way, since when did police brutality become an epidemic?  I wish everyone would just stop pretending like they were there and they knew EXACTLY what was going on, because there's no measurable amount of people that honestly witnessed this incident, so none of us have a clue on which way this whole issue should have swung.  The grand jury were the most informed, we have to trust the majority rule was the right course of action and let it be.  Also, thank you to the 99.999% of police officers in America that actually serve & protect, even if you're a bit of a jerk when you pull me over, I respect your job and know that someone has to do it and that many people are going to pout about being held accountable to their actions.  People hate police until they need an officer or two around in an emergency.",False,False,False,False,False,False,False,False,False,False,False,False,5.0710126183268605,people would take step back make case wasnt anyone except two people situation lump mess take matters hands makes kinds protests selfish without rational thought investigation guy video heavily emotional hyped wants heard gets heard presses never reasonable discussion kudos smerconish keeping level whole time letting masri make fool dare tore city protest make dishonor entire incident hate way since police brutality become epidemic wish everyone would stop pretending like knew exactly going theres measurable amount people honestly witnessed incident none us clue way whole issue swung grand jury informed trust majority rule right course action let also thank police officers america actually serve protect even youre bit jerk pull respect job know someone many people going pout held accountable actions people hate police need officer two around emergency,4.64429477854364,1.2986922348007828,-0.357783367041311
Ugg2s5AzSPioEXgCoAEC,04kJtp6pVXI,Law enforcement is not trained to shoot to apprehend.  They are trained to shoot to kill.  And I thank Wilson for killing that punk bitch.,True,True,False,False,False,False,False,False,False,False,False,False,-0.1757059542247313,law enforcement trained shoot apprehend trained shoot kill thank wilson killing punk bitch,-0.18055762306359494,0.5279550034650065,-0.153444098480175
Ugg3dWTOxryFfHgCoAEC,04kJtp6pVXI,"
Dont you reckon them 'black lives matter' banners being held by white cunts is  kinda patronizing and ironically racist. could they have not come up with somethin better.. or is it just what white folks do to give them selves pride. 'ooo look at me im being nice for the black people' why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist. its fuckin daft man.",True,True,False,False,True,False,False,False,False,False,False,False,0.8662480158172047,dont reckon black lives matter banners held white cunts kinda patronizing ironically racist could come somethin better white folks give selves pride ooo look im nice black people always race actually whole world pussyfootin around fear racist fuckin daft man,0.9424683669656753,1.1060079269668388,-0.46627512737844923
Ugg7Gd006w1MPngCoAEC,04kJtp6pVXI,"There are a very large number of people who do not like police officers. They are called Criminals and its the reason we have police officers. The fact that Criminals do not like police officers is a testament to the good work that police officers do in protecting the public. When our children or our family are in danger, we do not hessitate to call for help, and we call the Police. Its about time people stopped complaining and started to give the Police some respect for the hard work and dedication that often requires them to put their lives on the line, to serve the public.",False,False,False,False,False,False,False,False,False,False,False,False,1.4648173177561892,large number people like police officers called criminals reason police officers fact criminals like police officers testament good work police officers protecting public children family danger hessitate call help call police time people stopped complaining started give police respect hard work dedication often requires put lives line serve public,1.3168103636420987,1.1060079269668388,-0.3453698156326835
Ugg8FfTbbNF8IngCoAEC,04kJtp6pVXI,"The Arab dude is absolutely right, he should have not been shot 6 extra time. Shoot him once if hes attacking you and that would stop his attack. Shoot him twice if he's still attacking you, but six times? That is shoot to kill in my opinion. ",False,False,False,False,False,False,False,False,False,False,False,False,0.21225563036535125,arab dude absolutely right shot extra time shoot hes attacking would stop attack shoot twice hes still attacking six times shoot kill opinion,0.23537792879909772,0.7206393112989505,-0.29812564429524874
Ugg9a6FtoXdxmXgCoAEC,04kJtp6pVXI,here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist ,True,False,False,False,False,True,False,False,False,False,True,False,-0.15353672081958372,people facebook httpswwwfacebookcombassemmasri ties isis terrorist groups muslim extremist,-0.346931843808672,0.3352706956310624,-0.4882785330807743
Ugga9KzkNDGvlXgCoAEC,04kJtp6pVXI,"Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.",True,False,False,False,False,True,True,False,False,False,False,False,0.13096844121314347,check tube post black man goes epic rant ferguson rioters although message delivered childish cartoonish emotions one african americans gets,0.11059726324028993,0.5279550034650065,-0.19556354319463956
UggBlIXoph7p-3gCoAEC,04kJtp6pVXI,I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. ,True,True,False,False,True,True,True,False,False,False,False,False,0.4228633477142532,would love see pussy go staten island spit cop would love see happen mike brown strong arm thug people burning ferguson eric garnier nothing wrong choked death protest mafia controlled staten island burning cars nothing,0.7345005910343289,0.9133236191328946,0.18942636255083867
UggD1aYSn7KOR3gCoAEC,04kJtp6pVXI,I agree with the protestor.,False,False,False,False,False,False,False,False,False,False,False,False,-0.5858367722199614,agree protestor,-0.6380867301125568,-1.7842566905423225,-0.14600333326682838
UggGm8a1fu8brngCoAEC,04kJtp6pVXI,mike browns father was made to say that boooshit,True,True,False,False,True,False,False,False,False,False,False,False,-0.508244455301945,mike browns father made say boooshit,-0.47171250936747977,-0.24278222787076983,-0.4882785330807743
UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False,0.12357869674476095,guy right point dont judge speaking abilities judge messege racist fucks suck dick like always media focusing thing dont matter cnn shit,0.19378437361282846,0.9133236191328946,-0.36168359616328744
UggHKcxZ-FvsJ3gCoAEC,04kJtp6pVXI,"moral of the story, don't reach for a cops gun because you're probably gunna get shot, white or black",False,False,False,False,False,False,False,False,False,False,False,False,-0.312416226889808,moral story dont reach cops gun youre probably gunna get shot white black,-0.18055762306359494,0.5279550034650065,-0.4882785330807743
UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri is about as close as you can get to ISIS in America.  ,True,True,False,False,False,False,False,False,False,False,False,False,-0.46390598849164977,masri close get isis america,-0.513306064553749,-1.2062037670404901,0.4358645064168798
UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all know with the chimpers there is no compassion in their mud pumping hearts. ,True,False,False,False,False,True,True,False,False,False,False,False,-0.382618799339442,know chimpers compassion mud pumping hearts,-0.47171250936747977,-0.05009792003682576,-0.3755781624103287
UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,"""I can believe whatever I wanna believe, I don't care what any of them have to say.""
Bassem Masri, you are an idiot.",True,True,False,False,False,False,False,False,False,False,False,False,-0.25699314337693907,believe whatever wan na believe dont care say bassem masri idiot,-0.26374473343613347,-0.05009792003682576,-0.08994101605592339
UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri is a terrorist part of isis,True,False,False,False,False,True,False,False,False,False,True,False,-0.537803433175475,bassem masri terrorist part isis,-0.513306064553749,-1.3988880748744343,-0.02620701333194725
UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,True,True,False,True,False,False,False,False,False,False,False,False,-0.002046959217741967,wouldnt waist time trying reason police spitting thug trying defend criminal brown losing matter grand jury made theyre decision live,0.11059726324028993,0.9133236191328946,0.011258245026065756
UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"I wish mr masri was dead,,",True,True,False,False,False,False,False,False,False,False,False,False,-0.5895316444541526,wish mr masri dead,-0.5548996197400183,-1.5915723827083783,-0.1328389025047535
Uggt6lvUxwS-7XgCoAEC,04kJtp6pVXI,"Thus, with a collapse of the USA, only two possibilities can be considered, whereby, with the one, it boils down to a dictatorship with evil reprisals, while the other possibility may be a new reconstruction, if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start. But whether this will actually occur, is currently extremely questionable, because presently, in a totalitarian manner, everything is directed towards interests which are economic, military, political and cultural – as well as towards that which is strict fundamentalist religious-sectarian – and based on enormous lies and devious, misanthropic, criminal and felonious machinations in every imaginable regard. This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods, and so forth, and, in every possible manner being restricted in its freedom, and this is in addition to the violence, as it emerges in some form or other, both openly and covertly.﻿",False,False,False,False,False,False,False,False,False,False,False,False,3.352897029427924,thus collapse usa two possibilities considered whereby one boils dictatorship evil reprisals possibility may new reconstruction people fundamentally conscious responsibilities attain government really everything bring effective valuable new start whether actually occur currently extremely questionable presently totalitarian manner everything directed towards interests economic military political cultural well towards strict fundamentalist religioussectarian based enormous lies devious misanthropic criminal felonious machinations every imaginable regard also means population usa spied upon secret services even severely within neighbourhoods forth every possible manner restricted freedom addition violence emerges form openly covertly,2.855771905534061,1.1060079269668388,-0.4121825828934103
Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",True,True,False,False,True,False,False,False,False,False,False,False,1.305937811685965,actually shout fire crowded theater christopher hitchens demonstrated talk free speech look interviewee correct cops serve public way around consistent serving public police department represent publics race ethnicity ranks hire bunch big tough black guys police department fewer blacks shot death puny white guy felt humiliated got bitch slapped teenager,1.3584039188283679,0.9133236191328946,-0.2996779127751307
UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"I think ,he kill him",True,True,False,False,False,False,False,False,False,False,False,False,-0.6117008778593003,think kill,-0.6380867301125568,-2.1696253062102104,-0.02620701333194725
UggtknH4gMWWfXgCoAEC,04kJtp6pVXI,LEGALIZE MARIJUANA! Then problems will stop,False,False,False,False,False,False,False,False,False,False,False,False,-0.5267188164729012,legalize marijuana problems stop,-0.5548996197400183,-0.24278222787076983,3.380227213653592
Ugg-ucO02B7XO3gCoAEC,04kJtp6pVXI,1 word: Provocateur........,False,False,False,False,False,False,False,False,False,False,False,False,-0.5858367722199614,word provocateur,-0.6380867301125568,-1.2062037670404901,-0.14600333326682838
UgguFITdgu455HgCoAEC,04kJtp6pVXI,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,True,True,False,False,False,False,False,False,False,False,False,False,0.433947964416827,lol happens greedy rich slime keep masses uneducated ignorant deal stupid created trying reason irrational exercise futility get popcorn ready bc boil fall talk fall walking,0.36015859435790554,0.9133236191328946,-0.3052799113980705
UggwBWh5il3cfXgCoAEC,04kJtp6pVXI,"The legal system is inherently racist, same as this CNN reporter",True,True,False,False,False,False,False,False,False,False,False,False,-0.4491264995548847,legal system inherently racist cnn reporter,-0.47171250936747977,-0.43546653570471394,0.08931086660525948
UggWg1MBoBR7x3gCoAEC,04kJtp6pVXI,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,True,False,False,False,False,True,False,False,False,False,True,False,-0.013131575920315754,looks ready cut heads must isis sympathizer im going say maybe care issue hand want go loot stores fuck shit,0.11059726324028993,0.9133236191328946,-0.38672435291619695
UggxCL2J1VOhLHgCoAEC,04kJtp6pVXI,"lol, ""shoot to apprehend"". He is an idiot.",True,True,False,False,False,False,False,False,False,False,False,False,-0.5304136887070925,lol shoot apprehend idiot,-0.5548996197400183,-1.0135194592065462,-0.26824447605752333
UggY2U73L3toO3gCoAEC,04kJtp6pVXI,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",False,False,False,False,False,False,False,False,False,False,False,False,2.591753349184524,case overshadowed cops murdered kid fake sword saratoga springs utah much outraged mike brown case murder happened utah deal cops provided non lethal weapons shooting utah unwarranted ran dont know ran lunged police fake sword taken opportunity immediate action right ran shot times back know large group cops corrupt murderers nothing new though ran police many times teens cops pursue find hiding put bullets back ending life said paper saratoga springs black population would say,2.3982427984850996,0.9133236191328946,-0.2590660542876696
Uggy6MHKQWnfo3gCoAEC,04kJtp6pVXI,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,True,False,False,False,False,True,True,False,False,False,False,False,-0.08333414836994973,man zionist jew look ypu see jewnesss face cnn employ zionist sympathisers neocon racists wolf blitzer emplpyeee,-0.014183402318517864,0.7206393112989505,-0.4315826410870532
UggyCKjvUlfBYHgCoAEC,04kJtp6pVXI,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",False,False,False,False,False,False,False,False,False,False,False,False,0.24920435270726388,blood street worried words getting tired way mainstream media treating us like idiots follow condescending irrelevant distracting disparaging narrative step cnn,0.15219081842655918,0.7206393112989505,-0.19605939015661494
UggYHsvinXkgM3gCoAEC,04kJtp6pVXI,"stop being criminals and you wont get shot, that simple",True,True,False,True,False,False,False,False,False,False,False,False,-0.48238034966260607,stop criminals wont get shot simple,-0.47171250936747977,-0.43546653570471394,-0.4882785330807743
UggyJcZ89cWxUngCoAEC,04kJtp6pVXI,I LIKE TURTLES!,False,False,False,False,False,False,False,False,False,False,False,False,-0.6301752390302565,like turtles,-0.6380867301125568,-1.7842566905423225,6.904865782900459
Ugh0tf8ZI_s6z3gCoAEC,04kJtp6pVXI,Massri needs an education.,True,True,False,False,False,False,False,False,False,False,False,False,-0.5895316444541526,massri needs education,-0.5964931749262876,-1.0135194592065462,-0.1328389025047535
Ugh1YgMkYS1iingCoAEC,04kJtp6pVXI,CNN mother fuckers....fuck you peace of shit!,True,True,False,False,True,False,False,False,False,False,False,False,-0.5193290720045187,cnn mother fuckersfuck peace shit,-0.513306064553749,-0.43546653570471394,0.12781682658432839
Ugh4DQdAIl3qUXgCoAEC,04kJtp6pVXI,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",True,True,False,True,True,True,True,False,False,False,False,False,-0.3308905880607643,statement think ali sheep butt fucker masri take ak go fight syria,-0.2221511782498642,0.3352706956310624,-0.29574873318542977
Ugh6foWeFvORtXgCoAEC,04kJtp6pVXI,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,True,True,False,False,False,False,False,False,False,False,False,False,-0.14984184858539246,hahahahaha guy ed bassmasters character always teste ed bassmaster semiretarded character crosseyed like guy,-0.13896406787732565,0.14258638779711832,0.5951995132268201
Ugh8Z3_R5r7iungCoAEC,04kJtp6pVXI,How do these childish cops sleep at night ?,False,False,False,False,False,False,False,False,False,False,False,False,-0.5267188164729012,childish cops sleep night,-0.5548996197400183,-1.0135194592065462,-0.27336154715108735
UghANuDr-RLrqXgCoAEC,04kJtp6pVXI,A completely idiot having his minutrs of fame,True,True,False,False,False,False,False,False,False,False,False,False,-0.5193290720045187,completely idiot minutrs fame,-0.5548996197400183,-0.24278222787076983,-0.28291341319240676
UghBkatZ4WY1uXgCoAEC,04kJtp6pVXI,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,True,True,False,False,False,False,False,False,False,False,False,False,-0.242213654440174,hope god guys still falling ol banana tailpipe bullshit news theyre giving,-0.2221511782498642,0.3352706956310624,-0.4112666131226365
UghBYihvgoUqcHgCoAEC,04kJtp6pVXI,CNN is such Bullcrap!,True,True,False,False,False,False,False,False,False,False,False,False,-0.608006005625109,cnn bullcrap,-0.6380867301125568,-1.7842566905423225,1.2719939231052333
